layout	average fitness	top percent average fitness	best fitness
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.324595624344877	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.322441603111578	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.322875779694115	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32424564620662	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32154902349757	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.325139606513893	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32407688001509	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.323717989742644	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32483595730383	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32681371499459	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.3252549356803	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.32564830199113	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.327347137877755	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.324813340303788	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.3249936007069	27.347032925294222	27.347032925298137
O U P M F E Y SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K A G	27.323688768544937	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.325698828141224	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.325663513929047	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.325286851277106	27.347032925294222	27.347032925298137
O U P M F E A SPACE T R B V H L C W X _ J Q N I SPACE S D Z _ K Y G	27.325357731906486	27.347032925294222	27.347032925298137
