layout	average fitness	top percent average fitness	best fitness
Z V B _ L E F SPACE H A J K I M D Q G P U W O T SPACE N R X Y _ S C	20.669982858125362	22.69352368383621	25.069346429764558
V A B C Z E O SPACE N G M J P R H L F Q W Y S T SPACE I D U X K _ _	21.467697387308515	23.247258557609598	25.119208679989484
F V K _ J E SPACE A I N D Q H M W B O P L _ R SPACE S T C U X Y G Z	22.102096205324315	23.69128222878454	25.261859637503225
F K _ L B E H SPACE R T J G V Z C Y O P _ Q D A SPACE N S W X U I M	22.631579832307487	24.05517700252694	25.628049388975636
I G B V Q E D SPACE H N K L _ M Z W P O J F A S SPACE T R Y X U C _	23.038175158619083	24.36064873495328	25.711441275698746
B H Q X P E A SPACE S R J K _ L M F V O Y G I N SPACE T D Z W _ U C	23.360257393045085	24.61651217716651	25.947656455959606
B H Q X P E A SPACE S R J K _ L M F V O Y G I N SPACE T D Z W _ U C	23.622679879732534	24.83112039891676	25.947656455959606
U C Z Q F SPACE I N O H _ W P M D J B _ V X SPACE A E S T Y K L R G	23.850553013925538	25.0199100494142	25.978031738702292
U C Z Q F SPACE I N O H _ W P M D J B _ V X SPACE A E S T Y K L R G	24.049922318869292	25.1797535899564	25.978031738702292
O V B F D E R SPACE S N L J U Y G W M X _ P A H SPACE T I Q K Z C _	24.2410350011383	25.326946690263366	26.000902363684226
W C Z Y M E A SPACE R N Q J L D H B P K X _ I T SPACE S O U V F _ G	24.415970151638593	25.458138533604252	26.07175015569411
D V G Y W E A SPACE S N J K C L B O U Z _ Q H T SPACE I R X _ F M P	24.58177966056377	25.569757347907643	26.196246358133507
F W V X B SPACE E T H I J O R M U Y P Q _ _ SPACE N D S A K Z C G L	24.75735433600321	25.666497491941502	26.290688085302786
M D B X Z SPACE E A N R V C L I G U F J Q _ SPACE S T H O _ K W P Y	24.920397918820534	25.752724280493993	26.325757554374075
W G X V Z SPACE E S D A B P R M U L J Q _ K SPACE N T H I Y F C _ O	25.079238999356207	25.83034178144051	26.401686003779187
W G X V Z SPACE E S D A B P R M U L J Q _ K SPACE N T H I Y F C _ O	25.22190266919408	25.9013989250515	26.401686003779187
W G X V Z SPACE E S D A B P R M U L J Q _ K SPACE N T H I Y F C _ O	25.34725060345563	25.96573219299646	26.401686003779187
G D V J X SPACE E A R N B W Y M C U Z K Q _ SPACE T S I H F L O _ P	25.454879675260507	26.02376932405003	26.43625654295822
U D B X Z SPACE E A N R J G M L P V W _ Q K SPACE I T H S Y C O F _	25.5518302476844	26.07892647043581	26.44808193133599
V Y X Z B SPACE E A R H J K L M C U W Q _ _ SPACE I T N S G P O F D	25.635814622315433	26.1308627789862	26.51586081631605
J B X K V SPACE E S A R U P L W M G Y Q _ Z SPACE T I N H C D O F _	25.713756022030132	26.178600537481387	26.521650065826748
M P V Q J SPACE E A H D B F O W R U G _ K X SPACE I T N S Z Y L C _	25.784833349889908	26.225913786395918	26.539521484617822
O U G F P E A SPACE R N J V L M D C X _ Q Z I T SPACE S H Y _ K W B	25.856307117410974	26.269186231871025	26.60540547317718
U G V Z B SPACE A E N R J M O D F C K X Q _ SPACE I T H S _ Y L W P	25.921947383724948	26.31083696731243	26.617567494456974
U G V Z B SPACE A E N R J M O D F C K X Q _ SPACE I T H S _ Y L W P	25.987065434890557	26.350193364305927	26.617567494456974
G P K V X SPACE A E N R F U O D C J B Z Q _ SPACE I T H S _ W M L Y	26.043129222046716	26.38792190610029	26.666989015903713
U W K V J SPACE E A R S X B P L M C G Z Q _ SPACE I T N H _ D O Y F	26.096682237098207	26.421876915363992	26.704119671772848
K J V Q X SPACE E R A S B M L D P G W Z _ _ SPACE I T H N C Y O F U	26.145120169387393	26.452939515306998	26.74544379387578
K J V Q X SPACE E R A S B M L D P G W Z _ _ SPACE I T H N C Y O F U	26.194352315338218	26.48212524871479	26.74544379387578
B Y X J Z SPACE E A S R P K D M L G W Q V _ SPACE I T N H _ F O U C	26.23842643964694	26.510637516583206	26.7977838790748
V U J X K SPACE E A S R Y B D L M W G Z Q _ SPACE T I N H _ F O C P	26.284962588180992	26.538269631001462	26.815804829842783
V U J X K SPACE E A S R Y B D L M W G Z Q _ SPACE T I N H _ F O C P	26.327741305706553	26.564153032561514	26.815804829842783
V U J X K SPACE E A S R Y B D L M W G Z Q _ SPACE T I N H _ F O C P	26.373560967371507	26.58949102282326	26.815804829842783
V U J X K SPACE E A S R Y B D L M W G Z Q _ SPACE T I N H _ F O C P	26.418455359750293	26.614110945562054	26.815804829842783
V U J X K SPACE E A S R Y B D L M W G Z Q _ SPACE T I N H _ F O C P	26.459625718349297	26.637501289286703	26.815804829842783
