layout	average fitness	top percent average fitness	best fitness
O A M C P E T SPACE S B J K H G N Q Y D U W I F SPACE L R X V Z _ _	20.649217421275768	22.69798682035079	24.69377769880465
O A B U W SPACE R T H I Q C L J V G F P M X SPACE S E N D K Y Z _ _	21.51332635556257	23.19725830631103	25.026158563970604
O A B U W SPACE R T H I Q C L J V G F P M X SPACE S E N D K Y Z _ _	22.143997415769128	23.597854906022295	25.026158563970604
H V L J G E O SPACE N I P K D F _ Y M C B X S T SPACE A R Q _ Z U W	22.62579357896993	23.92431604392015	25.102536467381523
L M B K F E A SPACE S I J X V D N O P Q _ U T R SPACE C H G Z W Y _	22.994282091948367	24.19342501445332	25.290955304728403
Y B P M F E T SPACE H S J G W K A O L Q C U D N SPACE R I X Z V _ _	23.287477101235073	24.423134428566215	25.31482237629387
S I B C D E A SPACE T N J K H M L V P U Q G F R SPACE O W X Y _ _ Z	23.54128467354288	24.61804381773311	25.62641842250875
D A L C Y T E SPACE S H J M I W N U P K Z Q F G SPACE R O _ X B V _	23.75879286705541	24.78550166486698	25.75611509778433
H I X D G E A SPACE T R K J L C M Y V U W _ O S SPACE F N Q Z P B _	23.956187699576365	24.92814989071908	25.794146325093926
H I X D G E A SPACE T R K J L C M Y V U W _ O S SPACE F N Q Z P B _	24.13708283652436	25.06162242471877	25.794146325093926
F O U C M E I SPACE N R Z K L P D B _ G J X H A SPACE T S _ Y V Q W	24.298022535985275	25.17725914108157	25.884437025260024
F O U C M E I SPACE N R Z K L P D B _ G J X H A SPACE T S _ Y V Q W	24.449436495879333	25.277920759466106	25.884437025260024
O D U P Y E R SPACE A N J V L M F C G _ W Q S T SPACE I H X K Z B _	24.593080244693546	25.370435079799396	26.13240726983387
O D U P Y E R SPACE A N J V L M F C G _ W Q S T SPACE I H X K Z B _	24.71910742453455	25.454543261056237	26.13240726983387
O D U P Y E R SPACE A N J V L M F C G _ W Q S T SPACE I H X K Z B _	24.835694650080757	25.530952323386767	26.13240726983387
O D U P Y E R SPACE A N J V L M F C G _ W Q S T SPACE I H X K Z B _	24.939840506218	25.599301460815614	26.13240726983387
O D U P Y E R SPACE A N J V L M F C G _ W Q S T SPACE I H X K Z B _	25.04011806674002	25.665122711945756	26.13240726983387
M O U P F E A SPACE N R _ V B L D C W X J G T I SPACE S H K Y Z Q _	25.129890392322206	25.72559912640375	26.161678749959048
O R P M C E H F T A J V L SPACE U W Y _ B K D I Z N S X Q G SPACE _	25.216532745485498	25.78254866541513	26.209863813661492
O R P M C E H F T A J V L SPACE U W Y _ B K D I Z N S X Q G SPACE _	25.2970862576749	25.838844950782317	26.209863813661492
O C P F W E T SPACE A H U V L R M J G Z B _ S N SPACE D I Q X K Y _	25.372252650758334	25.89427601633686	26.29570323259605
O D C F G E A SPACE R N U K L M P W V _ J X S T SPACE I H Q _ B Z Y	25.446675653605983	25.946993074405544	26.316329544168834
O D C F G E A SPACE R N U K L M P W V _ J X S T SPACE I H Q _ B Z Y	25.52335483259788	25.99733579942588	26.316329544168834
R O C F Y T E SPACE H A V U L M P G K _ W Q N S SPACE I D X J Z B _	25.59218563623496	26.045973461579422	26.37887774270644
R O C F Y T E SPACE H A V U L M P G K _ W Q N S SPACE I D X J Z B _	25.669565585732187	26.092171922233735	26.37887774270644
R O P B M T E SPACE A H V U L F C W Y X K _ N I SPACE S D Z J Q G _	25.751999015794354	26.137493356248637	26.404260489921604
O D G F W E A SPACE R N U P C M L V B _ Z Q S T SPACE I H J X _ Y K	25.837762139845207	26.180939630782873	26.40689647623576
O H P W F E A SPACE R T K V C M L J B Q _ X I N SPACE S D _ Z U G Y	25.915609639199694	26.22186273263103	26.453658300064642
O H U F P E A SPACE T R J B C M L W G K Z _ N I SPACE S D X _ Q V Y	25.990718896601955	26.260473595516245	26.457148520014954
O L U F B A E SPACE T R V P H M C W G Z K _ N S SPACE I D X _ Q J Y	26.057646967758615	26.295801911719206	26.466695663721797
O H P F W E A SPACE T R Z U L M C B G J _ Q N S SPACE I D X _ V Y K	26.123126556468875	26.328327868722532	26.47060516981696
O H P F W E A SPACE T R Z U L M C B G J _ Q N S SPACE I D X _ V Y K	26.175550320989768	26.357136276045065	26.47060516981696
O H P F W E A SPACE T R X U L M C B G _ J Q N S SPACE I D Z _ V K Y	26.22320116025644	26.382091383077203	26.48670212481136
O H U F P E A SPACE T R J V L M C W Y Q _ X I N SPACE S D Z _ K B G	26.263869729012544	26.403885829964864	26.49902682041149
O H U P F E A SPACE T R J V C L M G W Q _ X I N SPACE S D Z _ K B Y	26.300478278902474	26.42333047880185	26.534070018849473
O H U P F E A SPACE T R J V C L M G W Q _ X I N SPACE S D Z _ K B Y	26.33139765220174	26.440239213933662	26.534070018849473
O H U P F E A SPACE T R J V C L M G W Q _ X I N SPACE S D Z _ K B Y	26.358798003361652	26.45562836474242	26.534070018849473
O H U F P E A SPACE T R K V L M C W G Q _ J N I SPACE S D Z _ X B Y	26.386714929731706	26.469698220465744	26.540022700940387
O H U P F E A SPACE T R X V C M L B W _ Q J I N SPACE S D Z _ K G Y	26.412208442822187	26.48124044528419	26.547581412760408
O L U F B A E SPACE T R V P H M C W Y Q _ J N I SPACE S D Z _ X K G	26.439582468986508	26.4900330566985	26.56166929070529
O L U F B A E SPACE T R V P H M C W Y Q _ J N I SPACE S D Z _ X K G	26.455147149631973	26.497937999416067	26.56166929070529
O L U F B A E SPACE T R V P H M C W Y Q J _ N I SPACE S D _ Z X G K	26.45921333616601	26.50766021344254	26.565434785796523
O M U P F E A SPACE T R K V H L C B W Q J _ I N SPACE S D X _ Z Y G	26.455017212969825	26.52308341504357	26.566322099820304
O M U F P E A SPACE T R K V H L C B W Q _ J I N SPACE S D _ Z X Y G	26.4443145272259	26.53848529131201	26.576186168793548
O M U F P E A SPACE T R K V H L C B W Q J _ I N SPACE S D _ Z X Y G	26.457949324358907	26.54881854199919	26.577426378928703
O M U F P E A SPACE T R X V H L C B W Q J _ I N SPACE S D _ Z K Y G	26.503490907615124	26.5574393588108	26.59160924871803
O M U F P E A SPACE T R X V H L C B W Q J _ I N SPACE S D _ Z K G Y	26.53195413071453	26.56161792409725	26.59237881937934
O L U P F E A SPACE T R X V H C M B Y J Q _ N I SPACE S D Z _ K G W	26.541803901121003	26.563794517068384	26.598424136721142
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.54723327742011	26.565174640216195	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.55072411891904	26.567572518350516	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.550189144739484	26.574805072614982	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.553296734026276	26.58596358367771	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.5582426888406	26.590117554203538	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.570944033490406	26.592320607203053	26.604013650199224
O L U F P A E SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.580212316276093	26.59384738757306	26.604013650199224
O L U F _ E A SPACE T R X V H C M B Y P J Q N I SPACE S D Z _ K G W	26.58461446701241	26.596727004475927	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.583669710472286	26.599926817961492	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.58738086648561	26.601307014191796	26.604013650199224
O L U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.590594595452338	26.60344615835289	26.604013650199224
L O U F P E A SPACE T R X V H C M Y B Q J _ I N SPACE S D _ Z K G W	26.59041023490043	26.603863958038303	26.60788416249557
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.59261655498788	26.604016594823566	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.593684365127395	26.604025127217035	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.596723139830917	26.604042286087918	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.59665256591095	26.60412316743439	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.593268624081798	26.604389304403664	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.59577189967728	26.605354389667355	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.59601875564521	26.608227780401748	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.597261353279855	26.608227780401748	26.608227780397122
L O U F P E A SPACE T R X V H C M B Y _ J Q N I SPACE S D Z _ K G W	26.599604003932342	26.608227780401748	26.608227780397122
